index,fullpathname,classname,loc,numAttr,numMethod,setters,getters,isPersist,isCollection,numWordName,isOrEr,isController,numIfs,numParameters,numImports,numOutboundInvocation,isStaticClass,isInterface,isInnerClass,isClass,isEnum,classPublicity,numPublicMethods,numPrivateMethods,numProtectedMethods,isAbstract,pred_label
0,\wallet\src\de\schildbach\wallet\AddressBookProvider.Helper.java,Helper,67,3,3,0,0,True,False,1,True,False,1,6,3,3,True,False,True,True,False,private,2,1,0,False,Service Provider
1,\wallet\src\de\schildbach\wallet\AddressBookProvider.java,AddressBookProvider,148,9,8,0,1,True,False,3,True,False,10,19,7,31,False,False,False,True,False,public,7,1,0,False,Service Provider
2,\wallet\src\de\schildbach\wallet\Constants.java,Constants,104,75,0,0,0,False,False,1,False,False,0,0,6,2,False,False,False,True,False,public,0,0,0,False,Information Holder
3,\wallet\src\de\schildbach\wallet\DetermineFirstSeenThread.java,DetermineFirstSeenThread,100,3,4,0,0,False,False,4,False,False,1,3,14,8,False,False,False,True,False,public,1,2,1,True,Interfacer
4,\wallet\src\de\schildbach\wallet\ExchangeRatesProvider.java,ExchangeRatesProvider,151,6,7,0,2,False,False,3,True,False,9,15,18,13,False,False,False,True,False,public,6,1,0,False,Service Provider
5,\wallet\src\de\schildbach\wallet\WalletApplication.WalletAutosaveEventListener.java,WalletAutosaveEventListener,53,0,4,0,0,False,False,4,True,False,1,5,3,2,True,False,True,True,False,private,4,0,0,False,Service Provider
6,\wallet\src\de\schildbach\wallet\WalletBalanceWidgetProvider.java,WalletBalanceWidgetProvider,60,0,1,0,0,False,False,4,True,False,0,3,16,3,False,False,False,True,False,public,1,0,0,False,Service Provider
7,\wallet\src\de\schildbach\wallet\util\Base43.java,Base43,106,2,4,0,0,False,False,1,False,False,4,4,3,7,False,False,False,True,False,public,4,0,0,False,Service Provider
8,\wallet\src\de\schildbach\wallet\WalletApplication.java,WalletApplication,340,4,16,0,1,False,False,2,False,False,7,3,35,43,False,False,False,True,False,public,8,8,0,False,Interfacer
9,\wallet\src\de\schildbach\wallet\util\BitmapFragment.java,BitmapFragment,74,3,4,0,0,False,False,2,False,False,0,5,10,2,False,False,False,True,False,public,3,1,0,False,Coordinator
10,\wallet\src\de\schildbach\wallet\util\CircularProgressView.java,CircularProgressView,141,9,10,5,1,False,False,3,False,False,3,15,10,4,False,False,False,True,False,public,6,1,3,False,Interfacer
11,\wallet\src\de\schildbach\wallet\util\EncryptionUtils.java,EncryptionUtils,272,11,8,0,1,False,False,2,False,False,3,14,18,6,False,False,False,True,False,public,2,6,0,False,Coordinator
12,\wallet\src\de\schildbach\wallet\util\IOUtils.java,IOUtils,37,0,1,0,0,False,False,3,False,False,0,2,2,0,False,False,False,True,False,public,1,0,0,False,Service Provider
13,\wallet\src\de\schildbach\wallet\util\Iso8601Format.java,Iso8601Format,65,0,8,0,0,False,False,2,False,False,0,4,5,0,False,False,False,True,False,public,8,0,0,False,Service Provider
14,\wallet\src\de\schildbach\wallet\util\ErrorReporter.java,ErrorReporter,305,10,12,0,3,False,False,2,True,False,4,14,29,58,False,False,False,True,False,public,5,7,0,False,Service Provider
15,\wallet\src\de\schildbach\wallet\util\NfcTools.java,NfcTools,108,3,9,0,0,False,False,2,False,False,5,19,10,6,False,False,False,True,False,public,4,5,0,False,Coordinator
16,\wallet\src\de\schildbach\wallet\util\PlatformSupportManager.java,PlatformSupportManager,92,3,2,0,0,False,False,3,True,False,3,2,4,4,False,False,False,True,False,public,1,0,1,True,Service Provider
17,\wallet\src\de\schildbach\wallet\util\StrictModeWrapper.java,StrictModeWrapper,31,0,1,0,0,False,False,3,True,False,0,0,3,1,False,False,False,True,False,public,1,0,0,False,Service Provider
18,\wallet\src\de\schildbach\wallet\util\ViewPagerTabs.java,ViewPagerTabs,165,6,9,0,1,False,False,3,False,False,4,10,14,10,False,False,False,True,False,public,6,0,3,False,Interfacer
19,\wallet\src\de\schildbach\wallet\util\WalletUtils.java,WalletUtils,272,6,13,0,3,False,False,2,False,False,8,28,42,30,False,False,False,True,False,public,13,0,0,False,Service Provider
20,\wallet\src\de\schildbach\wallet\ui\AboutActivity.java,AboutActivity,123,10,3,0,0,False,False,2,False,False,2,4,11,5,False,False,False,True,False,public,2,0,1,False,Interfacer
21,\wallet\src\de\schildbach\wallet\ui\AddressBookActivity.PagerAdapter.java,PagerAdapter,43,0,2,0,2,False,False,2,True,False,1,1,3,0,False,False,True,True,False,private,2,0,0,False,Service Provider
